,DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
21006,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Lead,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110698.0,ENV/CANADA,,,,,ECCCLabs,
21007,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Magnesium,,Dissolved,0.4,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
21008,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Manganese,,Extractable,16.2,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
21009,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Nickel,,Extractable,0.2,ug/L,Actual,,,ug/L,,Preliminary,,110701.0,ENV/CANADA,,,,,ECCCLabs,
21010,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Organic carbon,,Total,11.1,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
21011,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,pH,,,4.61,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
21012,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Potassium,,Dissolved,0.18,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
21013,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Sodium,,Dissolved,2.43,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
21014,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Specific conductance,,,29.9,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
21015,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Strontium,,Extractable,4.6,ug/L,Actual,,,ug/L,,Preliminary,,110702.0,ENV/CANADA,,,,,ECCCLabs,
21016,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Sulfate,,Dissolved,2.5,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
21017,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Titanium,,Extractable,1.5,ug/L,Actual,,,ug/L,,Preliminary,,110703.0,ENV/CANADA,,,,,ECCCLabs,
21018,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.08,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
21019,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Vanadium,,Extractable,0.3,ug/L,Actual,,,ug/L,,Preliminary,,110704.0,ENV/CANADA,,,,,ECCCLabs,
21020,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-19,12:00:00,,,,,,Zinc,,Extractable,2.0,ug/L,Actual,,,ug/L,,Preliminary,,110705.0,ENV/CANADA,,,,,ECCCLabs,
21021,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,0.5,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
21022,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Apparent color,,,114.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
21023,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Calcium,,Dissolved,0.8,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
21024,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Chloride,,Dissolved,6.4,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
21025,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-2.56,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
21026,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Inorganic carbon,,Total,0.6,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
21027,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Magnesium,,Dissolved,0.48,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
21028,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Organic carbon,,Total,13.3,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
21029,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,pH,,,4.59,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
21030,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Potassium,,Dissolved,0.23,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
21031,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sodium,,Dissolved,4.01,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
21032,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Specific conductance,,,40.7,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
21033,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sulfate,,Dissolved,2.4,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
21034,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.12,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
21035,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,1.9,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
21036,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Apparent color,,,36.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
21037,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Calcium,,Dissolved,0.6,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
21038,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Chloride,,Dissolved,3.8,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
21039,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-1.51,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
21040,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Inorganic carbon,,Total,1.2,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
21041,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Magnesium,,Dissolved,0.46,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
21042,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Organic carbon,,Total,5.7,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
21043,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,pH,,,5.2,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
21044,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Potassium,,Dissolved,0.17,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
21045,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sodium,,Dissolved,2.54,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
21046,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Specific conductance,,,24.9,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
21047,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sulfate,,Dissolved,2.4,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
21048,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.07,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
21049,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Alkalinity, total",as CaCO3,,0.7,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
21050,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Apparent color,,,110.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
21051,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Calcium,,Dissolved,0.6,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
21052,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Chloride,,Dissolved,3.5,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
21053,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Gran acid neutralizing capacity,,,-2.48,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
21054,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Inorganic carbon,,Total,0.8,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
21055,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Magnesium,,Dissolved,0.4,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
21056,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Organic carbon,,Total,10.8,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
21057,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,pH,,,4.64,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
21058,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Potassium,,Dissolved,0.2,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
21059,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sodium,,Dissolved,2.46,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
21060,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Specific conductance,,,30.0,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
21061,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,Sulfate,,Dissolved,2.5,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
21062,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.08,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
21063,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,"Alkalinity, total",as CaCO3,,1.9,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
21064,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Apparent color,,,42.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
21065,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Calcium,,Dissolved,0.8,mg/L,Actual,,,mg/L,,Preliminary,,102952.0,ENV/CANADA,,,,,ECCCLabs,
21066,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Chloride,,Dissolved,3.9,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
21067,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Gran acid neutralizing capacity,,,-1.41,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
21068,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Inorganic carbon,,Total,0.5,mg/L,Actual,,,mg/L,,Preliminary,,3022.0,ENV/CANADA,,,,,ECCCLabs,
21069,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Magnesium,,Dissolved,0.54,mg/L,Actual,,,mg/L,,Preliminary,,102953.0,ENV/CANADA,,,,,ECCCLabs,
21070,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Organic carbon,,Total,5.6,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
21071,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,pH,,,5.2,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
21072,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Potassium,,Dissolved,0.12,mg/L,Actual,,,mg/L,,Preliminary,,102954.0,ENV/CANADA,,,,,ECCCLabs,
21073,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2003-01-26,12:01:00,,,,,,Sodium,,Dissolved,2.82,mg/L,Actual,,,mg/L,,Preliminary,,102955.0,ENV/CANADA,,,,,ECCCLabs,
