,DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
68,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Gran acid neutralizing capacity,,,-1.04,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
69,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Iron,,Extractable,0.277,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
70,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Magnesium,,Dissolved,0.57,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
71,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Manganese,,Extractable,18.3,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
72,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Nitrate,as N,"Filtered, lab",0.03,mg/L,Actual,,,mg/L,,Preliminary,,7315.0,ENV/CANADA,,,,,ECCCLabs,
73,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Organic carbon,,Total,13.7,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
74,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,pH,,,4.65,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
75,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Potassium,,Dissolved,0.25,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
76,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sodium,,Dissolved,3.71,mg/L,Actual,,,mg/L,,Preliminary,,11103.0,ENV/CANADA,,,,,ECCCLabs,
77,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Specific conductance,,,37.8,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
78,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sulfate,,Dissolved,2.2,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
79,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0005,MERSEY RIVER BELOW MILL FALLS SOUTH-WEST OF MAITLAND BRIDGE,44.4367,-65.2228,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.12,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
80,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Aluminum,,Extractable,98.1,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
81,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Apparent color,,,20.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
82,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Calcium,,Dissolved,0.64,mg/L,Actual,,,mg/L,,Preliminary,,20110.0,ENV/CANADA,,,,,ECCCLabs,
83,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Chloride,,Dissolved,4.76,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
84,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Chromium,,Extractable,4.48,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
85,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Gran acid neutralizing capacity,,,-0.08,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
86,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Iron,,Extractable,0.158,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
87,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Magnesium,,Dissolved,0.52,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
88,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Manganese,,Extractable,101.0,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
89,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Organic carbon,,Total,4.5,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
90,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,pH,,,5.15,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
91,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Potassium,,Dissolved,0.28,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
92,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sodium,,Dissolved,2.93,mg/L,Actual,,,mg/L,,Preliminary,,11103.0,ENV/CANADA,,,,,ECCCLabs,
93,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Specific conductance,,,28.8,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
94,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sulfate,,Dissolved,2.5,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
95,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0111,PINE MARTEN STREAM AT FOREST ROAD ABOVE CULVERT,44.4264,-65.2128,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.03,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
96,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Aluminum,,Extractable,159.0,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
97,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Apparent color,,,91.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
98,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Calcium,,Dissolved,0.79,mg/L,Actual,,,mg/L,,Preliminary,,20110.0,ENV/CANADA,,,,,ECCCLabs,
99,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Chloride,,Dissolved,3.67,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
100,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Chromium,,Extractable,12.1,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
101,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Gran acid neutralizing capacity,,,-1.31,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
102,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Iron,,Extractable,0.171,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
103,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Magnesium,,Dissolved,0.5,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
104,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Manganese,,Extractable,15.5,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
105,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Organic carbon,,Total,12.3,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
106,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,pH,,,4.55,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
107,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Potassium,,Dissolved,0.2,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
108,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sodium,,Dissolved,2.59,mg/L,Actual,,,mg/L,,Preliminary,,11103.0,ENV/CANADA,,,,,ECCCLabs,
109,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Specific conductance,,,32.0,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
110,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,Sulfate,,Dissolved,2.64,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
111,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01EE0014,MOOSE PIT BROOK AT OUTFLOW TO TUPPER LAKE,44.4619,-65.0483,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:00:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.06,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
112,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Aluminum,,Extractable,74.7,ug/L,Actual,,,ug/L,,Preliminary,,110688.0,ENV/CANADA,,,,,ECCCLabs,
113,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Apparent color,,,24.0,TCU,Actual,,,TCU,,Preliminary,,2011.0,ENV/CANADA,,,,,ECCCLabs,
114,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Calcium,,Dissolved,0.65,mg/L,Actual,,,mg/L,,Preliminary,,20110.0,ENV/CANADA,,,,,ECCCLabs,
115,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Chloride,,Dissolved,4.42,mg/L,Actual,,,mg/L,,Preliminary,,17209.0,ENV/CANADA,,,,,ECCCLabs,
116,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Chromium,,Extractable,1.68,ug/L,Actual,,,ug/L,,Preliminary,,110695.0,ENV/CANADA,,,,,ECCCLabs,
117,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Gran acid neutralizing capacity,,,-0.59,mg/L,Actual,,,mg/L,,Preliminary,,10110.0,ENV/CANADA,,,,,ECCCLabs,
118,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Iron,,Extractable,0.112,mg/L,Actual,,,mg/L,,Preliminary,,102082.0,ENV/CANADA,,,,,ECCCLabs,
119,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Magnesium,,Dissolved,0.51,mg/L,Actual,,,mg/L,,Preliminary,,12107.0,ENV/CANADA,,,,,ECCCLabs,
120,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Manganese,,Extractable,44.1,ug/L,Actual,,,ug/L,,Preliminary,,110699.0,ENV/CANADA,,,,,ECCCLabs,
121,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Organic carbon,,Total,5.1,mg/L,Actual,,,mg/L,,Preliminary,,3019.0,ENV/CANADA,,,,,ECCCLabs,
122,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,pH,,,5.05,,Actual,,,,,Preliminary,,10301.0,ENV/CANADA,,,,,ECCCLabs,
123,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Potassium,,Dissolved,0.14,mg/L,Actual,,,mg/L,,Preliminary,,19103.0,ENV/CANADA,,,,,ECCCLabs,
124,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Sodium,,Dissolved,2.99,mg/L,Actual,,,mg/L,,Preliminary,,11103.0,ENV/CANADA,,,,,ECCCLabs,
125,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Specific conductance,,,28.6,uS/cm,Actual,,,uS/cm,,Preliminary,,2041.0,ENV/CANADA,,,,,ECCCLabs,
126,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,Sulfate,,Dissolved,2.92,mg/L,Actual,,,mg/L,,Preliminary,,16309.0,ENV/CANADA,,,,,ECCCLabs,
127,Maritime Coastal Basin Long-term Water Quality Monitoring Data,NS01ED0110,LOWER PINE MARTEN BOG AT OUTFLOW,44.4236,-65.2133,NAD83,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-18,12:01:00,,,,,,"Total Nitrogen, mixed forms",as N,Unfiltered,0.02,mg/L,Actual,,,mg/L,,Preliminary,,7601.0,ENV/CANADA,,,,,ECCCLabs,
128,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,"Alkalinity, total",as CaCO3,,27.1,mg/L,Actual,,,mg/L,,Preliminary,,10111.0,ENV/CANADA,,,,,ECCCLabs,
129,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Aluminum,,Total,0.198,mg/L,Actual,,,mg/L,,Preliminary,,100216.0,ENV/CANADA,,,,,ECCCLabs,
130,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Apparent color,,,36.4,TCU,Actual,,,TCU,,Preliminary,,102558.0,ENV/CANADA,,,,,ECCCLabs,
131,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Arsenic,,Total,0.0002,mg/L,Actual,,,mg/L,,Preliminary,,100250.0,ENV/CANADA,,,,,ECCCLabs,
132,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Barium,,Total,0.0243,mg/L,Actual,,,mg/L,,Preliminary,,100217.0,ENV/CANADA,,,,,ECCCLabs,
133,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Calcium,,Extractable,8.18,mg/L,Actual,,,mg/L,,Preliminary,,100435.0,ENV/CANADA,,,,,ECCCLabs,
134,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Chloride,,Dissolved,14.5,mg/L,Actual,,,mg/L,,Preliminary,,17208.0,ENV/CANADA,,,,,ECCCLabs,
135,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,"Chlorophyll a, uncorrected for pheophytin",,,0.2,ug/L,Actual,,,ug/L,,Preliminary,,6700.0,ENV/CANADA,,,,,ECCCLabs,
136,Maritime Coastal Basin Long-term Water Quality Monitoring Data,PE01CD0050,BEAR RIVER AT ST. MARGARETS,46.4531,-62.3825,WGS84,,,,,River/Stream,Sample-Routine,Surface Water,2000-01-26,09:43:00,,,,,,Chromium,,Total,0.0003,mg/L,Actual,,,mg/L,,Preliminary,,100221.0,ENV/CANADA,,,,,ECCCLabs,
